field1,job_id,skill,type
2965,108,Jenkins,Continuous integration
2966,109,Jenkins,Continuous integration
2967,114,Jenkins,Continuous integration
2968,122,Jenkins,Continuous integration
2969,127,Jenkins,Continuous integration
2970,133,Jenkins,Continuous integration
2971,135,Jenkins,Continuous integration
2972,157,Jenkins,Continuous integration
2973,165,Jenkins,Continuous integration
2974,173,Jenkins,Continuous integration
2975,176,Jenkins,Continuous integration
2976,190,Jenkins,Continuous integration
2977,191,Jenkins,Continuous integration
2978,207,Jenkins,Continuous integration
2979,210,Jenkins,Continuous integration
2980,212,Jenkins,Continuous integration
2981,214,Jenkins,Continuous integration
2982,217,Jenkins,Continuous integration
2983,219,Jenkins,Continuous integration
2984,229,Jenkins,Continuous integration
2985,231,Jenkins,Continuous integration
2986,233,Jenkins,Continuous integration
2987,258,Jenkins,Continuous integration
2988,279,Jenkins,Continuous integration
2989,280,Jenkins,Continuous integration
2990,285,Jenkins,Continuous integration
2991,314,Jenkins,Continuous integration
2992,325,Jenkins,Continuous integration
2993,327,Jenkins,Continuous integration
2994,349,Jenkins,Continuous integration
2995,396,Jenkins,Continuous integration
2996,429,Jenkins,Continuous integration
2997,443,Jenkins,Continuous integration
2998,444,Jenkins,Continuous integration
2999,447,Jenkins,Continuous integration
3000,465,Jenkins,Continuous integration
3001,470,Jenkins,Continuous integration
3002,578,go,Go
3003,582,go,Go
3004,586,go,Go
3005,592,go,Go
3006,608,go,Go
3007,627,go,Go
3008,679,go,Go
3009,719,go,Go
3010,727,go,Go
3011,769,go,Go
3012,781,go,Go
3013,12,Go,Go
3014,23,Go,Go
3015,29,Go,Go
3016,63,Go,Go
3017,100,Go,Go
3018,102,Go,Go
3019,147,Go,Go
3020,178,Go,Go
3021,198,Go,Go
3022,199,Go,Go
3023,200,Go,Go
3024,224,Go,Go
3025,231,Go,Go
3026,236,Go,Go
3027,238,Go,Go
3028,245,Go,Go
3029,258,Go,Go
3030,323,Go,Go
3031,331,Go,Go
3032,375,Go,Go
3033,453,Go,Go
3034,481,Go,Go
3035,579,css,CSS
3036,581,css,CSS
3037,589,css,CSS
3038,602,css,CSS
3039,611,css,CSS
3040,615,css,CSS
3041,617,css,CSS
3042,628,css,CSS
3043,634,css,CSS
3044,635,css,CSS
3045,644,css,CSS
3046,650,css,CSS
3047,654,css,CSS
3048,666,css,CSS
3049,672,css,CSS
3050,674,css,CSS
3051,680,css,CSS
3052,683,css,CSS
3053,685,css,CSS
3054,687,css,CSS
3055,689,css,CSS
3056,693,css,CSS
3057,695,css,CSS
3058,699,css,CSS
3059,825,css,CSS
3060,3,CSS,CSS
3061,4,CSS,CSS
3062,24,CSS,CSS
3063,26,CSS,CSS
3064,31,CSS,CSS
3065,33,CSS,CSS
3066,44,Post.css,CSS
3067,45,CSS,CSS
3068,70,CSS,CSS
3069,88,CSS,CSS
3070,89,CSS,CSS
3071,100,CSS,CSS
3072,123,CSS,CSS
3073,131,modular CSS (SCSS,CSS
3074,142,CSS,CSS
3075,159,CSS,CSS
3076,160,(S)CSS,CSS
3077,164,CSS,CSS
3078,166,CSS,CSS
3079,169,(S)CSS,CSS
3080,171,CSS,CSS
3081,172,CSS,CSS
3082,177,CSS,CSS
3083,179,CSS,CSS
3084,187,CSS,CSS
3085,193,CSS,CSS
3086,194,CSS,CSS
3087,195,CSS,CSS
3088,216,CSS,CSS
3089,241,CSS,CSS
3090,252,CSS,CSS
3091,277,CSS,CSS
3092,282,CSS,CSS
3093,283,CSS,CSS
3094,291,(S)CSS,CSS
3095,304,CSS,CSS
3096,315,CSS,CSS
3097,319,CSS,CSS
3098,322,CSS,CSS
3099,324,CSS,CSS
3100,324,CSS,CSS
3101,325,CSS,CSS
3102,332,CSS/SCSS,CSS
3103,336,CSS,CSS
3104,341,CSS,CSS
3105,342,CSS,CSS
3106,346,CSS,CSS
3107,348,CSS,CSS
3108,365,CSS,CSS
3109,370,CSS,CSS
3110,393,CSS,CSS
3111,395,CSS,CSS
3112,396,CSS,CSS
3113,398,CSS,CSS
3114,411,CSS,CSS
3115,461,CSS,CSS
3116,466,CSS,CSS
3117,475,CSS,CSS
3118,476,CSS,CSS
3119,477,CSS,CSS
3120,480,SASS/CSS,CSS
3121,481,SASS/CSS,CSS
3122,580,php,PHP
3123,592,php,PHP
3124,599,php,PHP
3125,615,php,PHP
3126,617,php,PHP
3127,620,php,PHP
3128,626,php,PHP
3129,627,php,PHP
3130,633,php,PHP
3131,637,php,PHP
3132,638,php,PHP
3133,640,php,PHP
3134,652,php,PHP
3135,658,php,PHP
3136,660,php,PHP
3137,663,php,PHP
3138,663,composer-php,PHP
3139,665,php,PHP
3140,670,php,PHP
3141,686,php,PHP
3142,700,php,PHP
3143,710,php,PHP
3144,727,php,PHP
3145,757,php,PHP
3146,763,php,PHP
3147,3,PHP,PHP
3148,31,PHP,PHP
3149,47,PHP,PHP
3150,83,PHP,PHP
3151,86,php-fpm,PHP
3152,86,PHP,PHP
3153,94,PHP,PHP
3154,100,PHP,PHP
3155,106,PHP,PHP
3156,120,PHP,PHP
3157,121,PHP,PHP
3158,144,PHP,PHP
3159,166,PHP,PHP
3160,173,PHP,PHP
3161,177,PHP,PHP
3162,187,PHP,PHP
3163,190,OOP PHP,PHP
3164,204,PHP,PHP
3165,219,PHP,PHP
3166,242,PHP,PHP
3167,245,PHP,PHP
3168,250,PHP,PHP
3169,252,Behat (PHP),PHP
3170,255,PHP,PHP
3171,258,PHP,PHP
3172,259,PHP,PHP
3173,290,PHP,PHP
3174,306,PHP,PHP
3175,317,PHP,PHP
3176,321,PHP,PHP
3177,322,PHP,PHP
3178,323,PHP,PHP
3179,332,PHP,PHP
3180,333,PHP,PHP
3181,336,PHP,PHP
3182,338,PHP,PHP
3183,352,PHP,PHP
3184,354,PHP,PHP
3185,365,PHP,PHP
3186,370,PHP,PHP
3187,380,PHP,PHP
3188,385,PHP,PHP
3189,393,PHP,PHP
3190,394,PHP,PHP
3191,395,PHP,PHP
3192,396,PHP,PHP
3193,413,PHP,PHP
3194,415,PHP Codeception,PHP
3195,416,PHP,PHP
3196,421,PHP,PHP
3197,473,PHP,PHP
3198,473,Phalcon PHP,PHP
3199,481,PHP,PHP
3200,487,PHP,PHP
3201,581,html,HTML
3202,611,html,HTML
3203,615,html,HTML
3204,617,html,HTML
3205,628,html,HTML
3206,635,html,HTML
3207,644,html,HTML
3208,654,html,HTML
3209,674,html,HTML
3210,680,html,HTML
3211,683,html,HTML
3212,694,html,HTML
3213,711,html,HTML
3214,3,HTML,HTML
3215,4,HTML,HTML
3216,15,HTML 5,HTML
3217,24,HTML,HTML
3218,26,HTML,HTML
3219,31,HTML,HTML
3220,45,HTML,HTML
3221,67,HTML,HTML
3222,89,HTML,HTML
3223,123,HTML,HTML
3224,131,HTML,HTML
3225,155,HTML,HTML
3226,159,HTML,HTML
3227,160,HTML,HTML
3228,164,HTML,HTML
3229,166,HTML,HTML
3230,169,HTML,HTML
3231,171,HTML,HTML
3232,172,HTML,HTML
3233,177,HTML,HTML
3234,179,HTML,HTML
3235,216,HTML,HTML
3236,241,HTML,HTML
3237,252,HTML,HTML
3238,276,HTML,HTML
3239,282,HTML,HTML
3240,283,HTML,HTML
3241,291,HTML,HTML
3242,304,HTML,HTML
3243,315,HTML,HTML
3244,316,HTML,HTML
3245,319,HTML,HTML
3246,322,HTML 5,HTML
3247,324,HTML,HTML
3248,325,HTML,HTML
3249,332,HTML,HTML
3250,336,HTML,HTML
3251,341,HTML,HTML
3252,365,HTML,HTML
3253,370,HTML,HTML
3254,392,HTML,HTML
3255,393,HTML,HTML
3256,395,HTML,HTML
3257,398,HTML,HTML
3258,411,HTML,HTML
3259,442,HTML,HTML
3260,461,HTML,HTML
3261,475,HTML,HTML
3262,476,HTML,HTML
3263,477,HTML,HTML
3264,582,cassandra,Apache Frameworks
3265,587,cassandra,Apache Frameworks
3266,632,cassandra,Apache Frameworks
3267,681,cassandra,Apache Frameworks
3268,743,cassandra,Apache Frameworks
3269,23,Cassandra,Apache Frameworks
3270,41,Cassandra,Apache Frameworks
3271,56,Cassandra,Apache Frameworks
3272,126,Cassandra,Apache Frameworks
3273,262,Cassandra,Apache Frameworks
3274,264,Cassandra,Apache Frameworks
3275,356,Cassandra,Apache Frameworks
3276,443,Cassandra,Apache Frameworks
3277,444,Cassandra,Apache Frameworks
3278,453,Cassandra,Apache Frameworks
3279,585,machine-learning,Machine Learning
3280,591,machine-learning,Machine Learning
3281,596,machine-learning,Machine Learning
3282,750,machine-learning,Machine Learning
3283,812,machine-learning,Machine Learning
3284,2,Machine Learning,Machine Learning
3285,5,Machine Learning,Machine Learning
3286,11,Machine Learning,Machine Learning
3287,49,Machine Learning,Machine Learning
3288,55,Machine Learning,Machine Learning
3289,101,Machine learning,Machine Learning
3290,251,Machine Learning,Machine Learning
3291,267,Machine Learning,Machine Learning
3292,270,Machine Learning,Machine Learning
3293,285,Machine Learning,Machine Learning
3294,298,Machine Learning,Machine Learning
3295,340,Machine Learning,Machine Learning
3296,388,Machine Learning,Machine Learning
3297,588,azure,Azure
3298,6,Azure,Azure
3299,42,Azure,Azure
3300,47,Azure,Azure
3301,108,Azure,Azure
3302,120,Azure,Azure
3303,236,Azure,Azure
3304,238,Azure,Azure
3305,250,Azure/GCP,Azure
3306,255,Azure,Azure
3307,285,Azure,Azure
3308,287,azure,Azure
3309,352,Azure,Azure
3310,429,Azure,Azure
3311,487,Azure,Azure
3312,589,less,Sass/LESS
3313,666,less,Sass/LESS
3314,123,LESS,Sass/LESS
3315,154,LESS,Sass/LESS
3316,282,Less,Sass/LESS
3317,287,Less,Sass/LESS
3318,322,LESS,Sass/LESS
3319,383,LESS,Sass/LESS
3320,395,LESS,Sass/LESS
3321,447,LeSS,Sass/LESS
3322,460,LESS,Sass/LESS
3323,466,LESS,Sass/LESS
3324,482,LESS/PostCSS,Sass/LESS
3325,589,sass,Sass/LESS
3326,641,sass,Sass/LESS
3327,666,sass,Sass/LESS
3328,730,sass,Sass/LESS
3329,33,Sass,Sass/LESS
3330,123,Sass,Sass/LESS
3331,124,Sass,Sass/LESS
3332,151,SASS Design,Sass/LESS
3333,154,SASS,Sass/LESS
3334,159,Sass,Sass/LESS
3335,164,Sass,Sass/LESS
3336,190,SASS,Sass/LESS
3337,282,Sass and Bootstrap,Sass/LESS
3338,297,SASS,Sass/LESS
3339,322,SASS,Sass/LESS
3340,412,Sass,Sass/LESS
3341,416,SASS,Sass/LESS
3342,466,SASS,Sass/LESS
3343,477,Sass,Sass/LESS
3344,482,SASS,Sass/LESS
3345,485,SASS,Sass/LESS
3346,591,agile,Agile
3347,607,agile,Agile
3348,659,agile,Agile
3349,671,agile,Agile
3350,721,agile,Agile
3351,733,agile,Agile
3352,770,agile,Agile
3353,790,agile,Agile
3354,804,agile,Agile
3355,16,agile,Agile
3356,37,Agile,Agile
3357,39,agile,Agile
3358,41,Agile,Agile
3359,51,agile,Agile
3360,69,agile,Agile
3361,72,agile,Agile
3362,295,Agile,Agile
3363,335,Agile,Agile
3364,345,Agile,Agile
3365,371,Agile,Agile
3366,401,Agile,Agile
3367,415,Agile,Agile
3368,425,Agile,Agile
3369,596,redis,Redis
3370,670,redis,Redis
3371,820,redis,Redis
3372,6,Redis,Redis
3373,39,Redis,Redis
3374,40,Redis,Redis
3375,41,Redis,Redis
3376,53,Redis,Redis
3377,55,Redis,Redis
3378,60,Redis,Redis
3379,84,Redis,Redis
3380,86,redis,Redis
3381,106,Redis,Redis
3382,124,Redis,Redis
3383,144,Redis,Redis
3384,147,Redis,Redis
3385,150,Redis,Redis
3386,155,Redis,Redis
3387,176,Redis,Redis
3388,204,Redis,Redis
3389,219,redis,Redis
3390,227,Redis,Redis
3391,229,Redis,Redis
3392,233,Redis,Redis
3393,258,Redis,Redis
3394,387,Redis,Redis
3395,402,Redis,Redis
3396,412,Redis,Redis
3397,413,Redis,Redis
3398,416,Redis,Redis
3399,453,Redis,Redis
3400,480,Redis,Redis
3401,599,html5,HTML
3402,602,html5,HTML
3403,609,html5,HTML
3404,611,html5,HTML
3405,643,html5,HTML
3406,645,html5,HTML
3407,652,html5,HTML
3408,653,html5,HTML
3409,669,html5,HTML
3410,684,html5,HTML
3411,685,html5,HTML
3412,686,html5,HTML
3413,688,html5,HTML
3414,689,html5,HTML
3415,718,html5,HTML
3416,730,html5,HTML
3417,766,html5,HTML
3418,779,html5,HTML
3419,818,html5,HTML
3420,17,HTML5,HTML
3421,38,HTML5,HTML
3422,39,HTML5,HTML
3423,44,HTML5,HTML
3424,59,HTML5,HTML
3425,70,HTML5,HTML
3426,88,HTML5,HTML
3427,95,HTML5,HTML
3428,106,HTML5,HTML
3429,134,HTML5,HTML
3430,173,HTML5,HTML
3431,187,HTML5,HTML
3432,190,HTML5,HTML
3433,191,HTML5,HTML
3434,194,HTML5,HTML
3435,195,HTML5,HTML
3436,214,HTML5,HTML
3437,215,HTML5,HTML
3438,222,HTML5,HTML
3439,225,HTML5,HTML
3440,243,HTML5,HTML
3441,280,HTML5,HTML
3442,294,HTML5,HTML
3443,303,HTML5,HTML
3444,332,HTML5,HTML
3445,333,HTML5,HTML
3446,334,HTML5,HTML
3447,338,HTML5,HTML
3448,342,HTML5,HTML
3449,346,HTML5,HTML
3450,348,HTML5,HTML
3451,379,HTML5,HTML
3452,383,HTML5,HTML
3453,385,HTML5,HTML
3454,394,HTML5,HTML
3455,396,HTML5,HTML
3456,408,HTML5,HTML
3457,416,HTML5,HTML
3458,421,HTML5,HTML
3459,456,HTML5,HTML
3460,463,HTML5,HTML
3461,473,HTML5,HTML
3462,479,HTML5,HTML
3463,482,HTML5,HTML
3464,600,api,api(s)
3465,605,api,api(s)
3466,659,api,api(s)
3467,783,apis,api(s)
3468,1,backend API’s,api(s)
3469,91,Ready API,api(s)
3470,128,Unity Multiplayer API (UNET),api(s)
3471,163,Metal API,api(s)
3472,229,API,api(s)
3473,326,Cocoa APIs,api(s)
3474,601,node.js,Node.js
3475,631,node.js,Node.js
3476,647,node.js,Node.js
3477,653,node.js,Node.js
3478,657,node.js,Node.js
3479,661,node.js,Node.js
3480,662,node.js,Node.js
3481,664,node.js,Node.js
3482,671,node.js,Node.js
3483,679,node.js,Node.js
3484,692,node.js,Node.js
3485,696,node.js,Node.js
3486,698,node.js,Node.js
3487,708,node.js,Node.js
3488,709,node.js,Node.js
3489,713,node.js,Node.js
3490,737,node.js,Node.js
3491,738,node.js,Node.js
3492,807,node.js,Node.js
3493,31,node.js,Node.js
3494,45,Node.js,Node.js
3495,61,Node.js,Node.js
3496,68,Node.js,Node.js
3497,78,Node.js,Node.js
3498,86,node.js,Node.js
3499,89,Node.js,Node.js
3500,90,Node.js,Node.js
3501,102,node.js,Node.js
3502,148,Node.js,Node.js
3503,177,node.js,Node.js
3504,207,Node.js,Node.js
3505,210,Node.js,Node.js
3506,214,Node.js,Node.js
3507,215,Node.js,Node.js
3508,220,Node.js,Node.js
3509,226,Node.js,Node.js
3510,313,Node.js CLI,Node.js
3511,321,Node.js,Node.js
3512,338,Node.js,Node.js
3513,362,node.js,Node.js
3514,378,Node.js,Node.js
3515,385,Node.js,Node.js
3516,394,Node.js,Node.js
3517,407,Node.js,Node.js
3518,409,Node.js,Node.js
3519,410,Node.js,Node.js
3520,421,Node.js,Node.js
3521,442,Node.js,Node.js
3522,445,Node.js,Node.js
3523,480,Node.js,Node.js
3524,482,Node.js,Node.js
3525,602,vue.js,JavaScript Tools
3526,159,vue.js,JavaScript Tools
3527,164,Vue.js,JavaScript Tools
3528,241,Vue.js,JavaScript Tools
3529,277,Vue.js,JavaScript Tools
3530,304,Vue.js,JavaScript Tools
3531,336,Vue.js,JavaScript Tools
3532,338,Vue.js,JavaScript Tools
3533,392,Vue.js,JavaScript Tools
3534,394,Vue.js,JavaScript Tools
3535,603,google-analytics,Google Packages
3536,762,google-container-engine,Google Packages
3537,35,Google Analytics,Google Packages
3538,67,Google Analytics,Google Packages
3539,67,Google Tag Manager,Google Packages
3540,67,Google Apps script,Google Packages
3541,262,Google Protobuf,Google Packages
3542,265,Google Analytics,Google Packages
3543,270,Google AdWords,Google Packages
3544,330,Google Adwords,Google Packages
3545,331,Google AdWords,Google Packages
3546,373,Google Sheets,Google Packages
3547,429,Google Compute Engine,Google Packages
3548,449,Google GSuite,Google Packages
3549,609,css3,CSS
3550,645,css3,CSS
3551,669,css3,CSS
3552,684,css3,CSS
3553,730,css3,CSS
3554,766,css3,CSS
3555,818,css3,CSS
3556,17,CSS3,CSS
3557,38,CSS3,CSS
3558,39,CSS3,CSS
3559,44,CSS3,CSS
3560,59,CSS3,CSS
3561,95,CSS3,CSS
3562,154,CSS3,CSS
3563,173,CSS3,CSS
3564,190,CSS3,CSS
3565,191,CSS3,CSS
3566,215,CSS3,CSS
3567,222,CSS3,CSS
3568,225,CSS3,CSS
3569,243,CSS3,CSS
3570,280,CSS3,CSS
3571,294,CSS3,CSS
3572,303,CSS3,CSS
3573,333,CSS3,CSS
3574,334,CSS3,CSS
3575,338,CSS3,CSS
3576,379,CSS3,CSS
3577,383,CSS3,CSS
3578,385,CSS3,CSS
3579,394,CSS3,CSS
3580,408,CSS3,CSS
3581,416,CSS3,CSS
3582,421,CSS3,CSS
3583,442,CSS3,CSS
3584,456,CSS3,CSS
3585,463,CSS3,CSS
3586,479,CSS3,CSS
3587,482,CSS3,CSS
3588,610,kubernetes,Containerization Platforms
3589,649,kubernetes,Containerization Platforms
3590,762,kubernetes,Containerization Platforms
3591,817,kubernetes,Containerization Platforms
3592,9,Kubernetes,Containerization Platforms
3593,23,Kubernetes,Containerization Platforms
3594,42,Kubernetes,Containerization Platforms
3595,109,Kubernetes,Containerization Platforms
3596,178,Kubernetes,Containerization Platforms
3597,181,Kubernetes,Containerization Platforms
3598,221,Kubernetes,Containerization Platforms
3599,231,Kubernetes,Containerization Platforms
3600,236,Kubernetes,Containerization Platforms
3601,238,Kubernetes,Containerization Platforms
3602,239,Kubernetes,Containerization Platforms
3603,253,Kubernetes,Containerization Platforms
3604,261,Kubernetes,Containerization Platforms
3605,279,Kubernetes,Containerization Platforms
3606,280,Kubernetes,Containerization Platforms
3607,387,Kubernetes,Containerization Platforms
3608,390,Kubernetes,Containerization Platforms
3609,429,Kubernetes,Containerization Platforms
3610,438,Kubernetes,Containerization Platforms
3611,478,Kubernetes,Containerization Platforms
3612,487,Kubernetes,Containerization Platforms
3613,611,jquery,JQuery
3614,617,jquery,JQuery
3615,630,jquery,JQuery
3616,650,jquery,JQuery
3617,653,jquery,JQuery
3618,684,jquery,JQuery
3619,693,jquery,JQuery
3620,699,jquery,JQuery
3621,701,jquery,JQuery
3622,17,JQuery,JQuery
3623,59,jQuery,JQuery
3624,95,jQuery,JQuery
3625,155,JQuery,JQuery
3626,159,jquery,JQuery
3627,166,JQuery,JQuery
3628,173,JQuery,JQuery
3629,237,JQuery,JQuery
3630,252,jQuery,JQuery
3631,297,jQuery,JQuery
3632,370,JQuery,JQuery
3633,385,jQuery,JQuery
3634,395,jQuery,JQuery
3635,473,JQuery,JQuery
3636,475,jQuery,JQuery
3637,476,jQuery,JQuery
3638,612,ansible,IT Automation
3639,667,ansible,IT Automation
3640,676,ansible,IT Automation
3641,708,ansible,IT Automation
3642,744,ansible,IT Automation
3643,809,ansible,IT Automation
3644,816,ansible,IT Automation
3645,9,Ansible,IT Automation
3646,23,Ansible,IT Automation
3647,56,Ansible,IT Automation
3648,86,Ansible,IT Automation
3649,105,Ansible,IT Automation
3650,157,Ansible,IT Automation
3651,210,Ansible,IT Automation
3652,236,Ansible,IT Automation
3653,238,Ansible,IT Automation
3654,239,Ansible,IT Automation
3655,258,Ansible,IT Automation
3656,320,Ansible,IT Automation
3657,353,Ansible,IT Automation
3658,391,Ansible,IT Automation
3659,429,Ansible,IT Automation
3660,436,Ansible,IT Automation
3661,438,Ansible,IT Automation
3662,464,Ansible,IT Automation
3663,470,Ansible,IT Automation
3664,614,asp.net-mvc,MVC
3665,635,asp.net-mvc,MVC
3666,66,MVC,MVC
3667,188,MVC,MVC
3668,190,MVC pattern,MVC
3669,193,MVC frameworks,MVC
3670,329,MVC,MVC
3671,348,ASP MVC,MVC
3672,410,MVC,MVC
3673,411,MVC,MVC
3674,431,MVC/MVVM,MVC
3675,484,MVC/MVVM,MVC
3676,614,symfony,PHP Frameworks
3677,638,symfony-2.1,PHP Frameworks
3678,652,symfony,PHP Frameworks
3679,686,symfony,PHP Frameworks
3680,47,Symfony,PHP Frameworks
3681,94,Symfony,PHP Frameworks
3682,106,Symfony 2,PHP Frameworks
3683,120,Symfony,PHP Frameworks
3684,322,Symfony,PHP Frameworks
3685,352,Symfony,PHP Frameworks
3686,385,Symfony,PHP Frameworks
3687,396,Symfony,PHP Frameworks
3688,416,Symfony,PHP Frameworks
3689,457,Symfony 2,PHP Frameworks
3690,618,webpack,JS Compiler
3691,641,webpack,JS Compiler
3692,728,webpack,JS Compiler
3693,13,Webpack,JS Compiler
3694,31,Webpack,JS Compiler
3695,44,Webpack,JS Compiler
3696,59,Webpack,JS Compiler
3697,85,Webpack,JS Compiler
3698,95,Webpack,JS Compiler
3699,124,Webpack,JS Compiler
3700,131,webpack,JS Compiler
3701,142,Webpack,JS Compiler
3702,151,Webpack,JS Compiler
3703,170,Webpack,JS Compiler
3704,177,Webpack,JS Compiler
3705,187,Webpack,JS Compiler
3706,190,Webpack,JS Compiler
3707,191,Webpack,JS Compiler
3708,214,Webpack,JS Compiler
3709,216,Webpack,JS Compiler
3710,225,Webpack,JS Compiler
3711,304,Webpack,JS Compiler
3712,379,WebPack,JS Compiler
3713,383,Webpack,JS Compiler
3714,392,Webpack,JS Compiler
3715,408,webpack,JS Compiler
3716,409,Webpack,JS Compiler
3717,412,Webpack,JS Compiler
3718,421,Webpack,JS Compiler
3719,436,Webpack,JS Compiler
3720,442,Webpack,JS Compiler
3721,463,Webpack,JS Compiler
3722,621,shell,Shell
3723,249,Shell,Shell
3724,328,Shell-Scripting,Shell
3725,395,Shell Script,Shell
3726,404,Shell,Shell
3727,406,shell,Shell
3728,445,Shell,Shell
3729,455,Shell-scripting,Shell
3730,464,Shell,Shell
3731,471,Shell,Shell
3732,622,symfony2,PHP Frameworks
3733,633,symfony2,PHP Frameworks
3734,640,symfony2,PHP Frameworks
3735,660,symfony2,PHP Frameworks
3736,757,symfony2,PHP Frameworks
3737,190,Symfony2/3,PHP Frameworks
3738,233,Symfony2,PHP Frameworks
3739,252,Symfony2,PHP Frameworks
3740,259,Symfony2,PHP Frameworks
3741,333,symfony2/3,PHP Frameworks
3742,622,tdd,BDD/TDD
3743,663,tdd,BDD/TDD
3744,678,tdd,BDD/TDD
3745,740,tdd,BDD/TDD
3746,801,tdd,BDD/TDD
3747,33,TDD/testing,BDD/TDD
3748,106,TDD (PHPUnit),BDD/TDD
3749,126,TDD,BDD/TDD
3750,179,TDD,BDD/TDD
3751,187,TDD,BDD/TDD
3752,211,TDD,BDD/TDD
3753,212,TDD,BDD/TDD
3754,229,TDD/BDD,BDD/TDD
3755,242,TDD,BDD/TDD
3756,248,TDD,BDD/TDD
3757,258,TDD,BDD/TDD
3758,385,TDD,BDD/TDD
3759,401,TDD,BDD/TDD
3760,416,TDD,BDD/TDD
3761,627,design-patterns,design
3762,660,design-patterns,design
3763,787,design,design
3764,789,software-design,design
3765,805,domain-driven-design,design
3766,812,domain-driven-design,design
3767,28,interaction design,design
3768,151,responsive web design,design
3769,339,GUI design,design
3770,361,Design Thinking,design
3771,628,angular,Angular.js
3772,650,angular,Angular.js
3773,680,angular,Angular.js
3774,684,angular-ui-bootstrap,Angular.js
3775,755,angular,Angular.js
3776,791,angular-fullstack,Angular.js
3777,6,Angular,Angular.js
3778,30,Angular,Angular.js
3779,31,Angular,Angular.js
3780,33,Angular,Angular.js
3781,41,Angular,Angular.js
3782,44,Angular 4,Angular.js
3783,59,Angular,Angular.js
3784,67,Angular,Angular.js
3785,77,Angular,Angular.js
3786,80,Angular,Angular.js
3787,85,Angular,Angular.js
3788,114,Angular,Angular.js
3789,125,Angular,Angular.js
3790,134,Angular,Angular.js
3791,144,Angular 1.4 / 2.0,Angular.js
3792,149,Angular,Angular.js
3793,151,Angular,Angular.js
3794,159,Angular,Angular.js
3795,160,Angular,Angular.js
3796,177,Angular,Angular.js
3797,204,Angular 1.4 / 2.0,Angular.js
3798,216,Angular,Angular.js
3799,241,Angular,Angular.js
3800,287,Angular Material,Angular.js
3801,288,Angular,Angular.js
3802,289,Angular,Angular.js
3803,294,Angular,Angular.js
3804,303,Angular,Angular.js
3805,319,Angular,Angular.js
3806,369,Angular,Angular.js
3807,379,Angular,Angular.js
3808,385,Angular,Angular.js
3809,402,Angular,Angular.js
3810,421,Angular,Angular.js
3811,436,Angular,Angular.js
3812,466,Angular,Angular.js
3813,629,rabbitmq,RabbitMQ
3814,807,rabbitmq,RabbitMQ
3815,6,RabbitMQ,RabbitMQ
3816,18,RabbitMQ,RabbitMQ
3817,53,RabbitMQ,RabbitMQ
3818,60,RabbitMQ,RabbitMQ
3819,229,RabbitMQ,RabbitMQ
3820,233,RabbitMQ,RabbitMQ
3821,248,RabbitMQ,RabbitMQ
3822,258,RabbitMQ,RabbitMQ
3823,280,RabbitMQ,RabbitMQ
3824,287,RabbitMQ,RabbitMQ
3825,386,RabbitMQ,RabbitMQ
3826,470,RabbitMQ,RabbitMQ
3827,472,RabbitMQ,RabbitMQ
3828,630,react-native,React.js
3829,678,react-native,React.js
3830,728,react-native,React.js
3831,771,react-native,React.js
3832,1,React Native,React.js
3833,30,React Native,React.js
3834,153,React Native,React.js
3835,218,React native,React.js
3836,308,React Native,React.js
3837,380,React Native,React.js
3838,439,React Native,React.js
3839,442,React native,React.js
3840,486,React Native,React.js
3841,630,react-redux,React.js
3842,655,react,React.js
3843,701,react-redux,React.js
3844,13,React,React.js
3845,25,React,React.js
3846,27,React,React.js
3847,33,React,React.js
3848,41,React,React.js
3849,47,React,React.js
3850,53,React,React.js
3851,59,React,React.js
3852,63,React,React.js
3853,67,React,React.js
3854,77,React,React.js
3855,85,react,React.js
3856,95,React,React.js
3857,114,React,React.js
3858,120,React,React.js
3859,123,React,React.js
3860,124,React,React.js
3861,124,React-router,React.js
3862,131,React,React.js
3863,134,React,React.js
3864,139,React,React.js
3865,142,React,React.js
3866,144,React,React.js
3867,149,React,React.js
3868,151,React,React.js
3869,160,React,React.js
3870,169,React,React.js
3871,170,React,React.js
3872,170,React,React.js
3873,172,React,React.js
3874,190,React,React.js
3875,193,React,React.js
3876,194,React,React.js
3877,204,React,React.js
3878,211,React,React.js
3879,212,React,React.js
3880,216,React,React.js
3881,225,React,React.js
3882,226,React,React.js
3883,241,React,React.js
3884,277,React,React.js
3885,294,React,React.js
3886,303,React,React.js
3887,311,React,React.js
3888,319,React,React.js
3889,324,React,React.js
3890,327,React,React.js
3891,352,React,React.js
3892,362,React,React.js
3893,369,React,React.js
3894,385,React,React.js
3895,402,React,React.js
3896,408,React,React.js
3897,409,React,React.js
3898,412,React,React.js
3899,412,React-router,React.js
3900,421,React,React.js
3901,433,React,React.js
3902,436,React,React.js
3903,442,React,React.js
3904,460,React,React.js
3905,466,React,React.js
3906,475,React,React.js
3907,480,React,React.js
3908,481,React,React.js
3909,485,React,React.js
3910,640,laravel,PHP Frameworks
3911,665,laravel,PHP Frameworks
3912,670,laravel,PHP Frameworks
3913,3,Laravel,PHP Frameworks
3914,47,Laravel,PHP Frameworks
3915,106,Laravel,PHP Frameworks
3916,120,Laravel,PHP Frameworks
3917,123,Laravel,PHP Frameworks
3918,144,Laravel,PHP Frameworks
3919,229,Laravel,PHP Frameworks
3920,233,Laravel,PHP Frameworks
3921,322,Laravel,PHP Frameworks
